,name,rating,avg_salary,jobs,benefits,type_of_company,team_size,how_old,city,positives,negatives
184,Standard Chartered Bank,3.9,26000,38,311,Banking,10.0,55,London,"['Job Security', ' Company Culture']",['Promotions / Appraisal']
185,Bharat Electronics,4.1,11300,0,325,Electronics Manufacturing,5.0,70,Bengaluru,"['Work Life Balance', ' Company Culture', ' Skill Development / Learning']",['Promotions / Appraisal']
186,Alembic Pharmaceuticals,4.0,13500,46,397,Pharma,10.0,117,Vadodara/baroda,"['Salary & Benefits', ' Work Life Balance']",['nan']
187,Pidilite Industries,4.3,9400,37,368,Chemicals,5.0,65,Mumbai,"['Job Security', ' Company Culture', ' Work Life Balance']",['nan']
188,R1 RCM,3.9,16000,41,369,Healthcare,5.0,17,Murray,"['Job Security', ' Company Culture', ' Work Life Balance']",['nan']
189,Alkem Laboratories,3.9,9100,22,348,Pharma,10.0,51,Mumbai,['nan'],['Job Security']
190,Publicis Sapient,3.6,28000,188,413,IT Services & Consulting,10.0,34,New delhi,['nan'],"['Promotions / Appraisal', ' Job Security', ' Work Satisfaction']"
191,Hindalco Industries,4.2,9900,1,344,Metals & Mining,10.0,66,Mumbai,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['nan']
192,Access Healthcare,3.9,17500,67,282,IT Services & Consulting,5.0,13,Dallas,"['Job Security', ' Company Culture']",['nan']
193,Atos,3.8,27600,6,363,IT Services & Consulting,10.0,27,Vilnius,"['Work Life Balance', ' Job Security']","['Promotions / Appraisal', ' Salary & Benefits']"
194,ITC Infotech,3.6,27600,68,293,IT Services & Consulting,10.0,24,Bengaluru,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Skill Development / Learning']"
195,Indian Air Force,4.7,5300,0,374,Defence & Aerospace,100000.0,92,New delhi,"['Job Security', ' Skill Development / Learning', ' Salary & Benefits']",['nan']
196,Tata AIA Life Insurance,4.1,11600,0,303,Insurance,10.0,23,Mumbai,"['Job Security', ' Salary & Benefits', ' Skill Development / Learning']",['nan']
197,DCB Bank,3.9,8800,38,253,Banking,5.0,94,Mumbai,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
198,Hindustan Coca Cola Beverages,4.3,7400,66,384,Beverage,5.0,27,Bengaluru,"['Skill Development / Learning', ' Job Security', ' Company Culture']",['nan']
199,Aakash Educational Services,3.6,11200,137,217,EdTech,5.0,36,New delhi,['nan'],"['Work Life Balance', ' Promotions / Appraisal', ' Work Satisfaction']"
200,Vishal Mega Mart,3.7,6700,5,275,Retail,10.0,16,Gurgaon/gurugram,['nan'],"['Company Culture', ' Work Satisfaction', ' Job Security']"
201,Barclays,4.1,22800,43,285,Banking,10.0,334,London,"['Job Security', ' Company Culture', ' Work Life Balance']",['nan']
202,Glenmark Pharmaceuticals,4.0,11200,39,327,Pharma,10.0,47,Mumbai,"['Skill Development / Learning', ' Job Security', ' Salary & Benefits']",['nan']
203,Maersk,4.3,16600,107,446,Other,10.0,120,Copenhagen,"['Company Culture', ' Work Life Balance', ' Job Security']",['nan']
204,Wipro Infotech,4.1,18300,0,297,IT Services & Consulting,100000.0,79,Bengaluru,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['Promotions / Appraisal']
205,Ipca Laboratories,4.0,10900,32,264,Pharma,10.0,75,Mumbai,"['Job Security', ' Work Life Balance', ' Company Culture']","['Promotions / Appraisal', ' Salary & Benefits']"
206,Wipro Enterprises Ltd,3.9,6100,1,440,IT Services & Consulting,501.0,79,Bengaluru,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['Promotions / Appraisal']
207,Utkarsh Small Finance Bank,3.8,8700,10,272,Banking,10.0,15,Varanasi,['Job Security'],['nan']
208,ABB Group,4.1,15600,0,355,Electrical Equipment,1.0,36,Zurich,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
209,Aarti Industries,4.1,12700,45,385,Agro Chemicals,5.0,49,Mumbai,"['Job Security', ' Work Life Balance', ' Skill Development / Learning']",['nan']
210,DTDC Express,3.8,8000,88,269,Logistics,1.0,34,Bengaluru,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
211,Jindal Steel and Power,3.9,12500,25,329,Iron & Steel,5.0,45,New delhi,"['Skill Development / Learning', ' Job Security']",['Promotions / Appraisal']
212,Wipro Consumer Care & Lighting,3.9,3000,27,284,FMCG,1.0,79,Bengaluru,['Job Security'],['Promotions / Appraisal']
213,CMS IT Services,3.1,11000,10,194,IT Services & Consulting,5.0,10,Bengaluru,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
214,NatWest Group,4.1,21100,5,373,Banking,10.0,,Gurgaon/gurugram,"['Work Life Balance', ' Job Security', ' Company Culture']",['Promotions / Appraisal']
215,Bank of America,4.4,24600,1,431,Banking,10.0,26,Charlotte,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
216,MRF Tyres,3.7,11000,5,377,Auto Components,10.0,78,Chennai,['Job Security'],"['Company Culture', ' Work Satisfaction', ' Work Life Balance']"
217,Honda Motorcycle & Scooter,4.2,11200,1,371,Automobile,10.0,25,Gurgaon/gurugram,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
218,Berger Paints,3.7,8400,62,285,Chemicals,1.0,101,Kolkata,['nan'],"['Promotions / Appraisal', ' Work Life Balance', ' Work Satisfaction']"
219,24/7 Customer,3.6,13300,22,437,BPO,5.0,24,San,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
220,Reliance Nippon Life Insurance,3.9,8400,3,234,Insurance,10.0,24,Mumbai,['nan'],['nan']
221,Johnson Controls,3.8,14100,30,295,Industrial Automation,5.0,139,Cork,['nan'],['Promotions / Appraisal']
222,Axis Direct,4.0,7000,26,224,Financial Services,1.0,13,San,['nan'],['Promotions / Appraisal']
223,HDFC Ergo General Insurance,4.0,9900,29,278,Insurance,10.0,22,Mumbai,"['Job Security', ' Company Culture', ' Work Life Balance']",['nan']
224,PolicyBazaar,3.4,12700,84,240,Internet,10.0,16,Gurgaon,['nan'],"['Work Life Balance', ' Promotions / Appraisal', ' Company Culture']"
225,RBL Bank,3.7,15800,94,224,Banking,10.0,81,Mumbai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
226,Paras Hospital,4.6,2600,49,152,Healthcare,5.0,18,Gurgaon/gurugram,"['Skill Development / Learning', ' Company Culture', ' Work Life Balance']",['nan']
227,Carelon Global Solutions,4.0,22100,7,49,IT Services & Consulting,5.0,,Hyderabad/secunderabad,"['Job Security', ' Salary & Benefits', ' Company Culture']",['nan']
228,PNB MetLife,3.4,7600,694,226,Insurance,5.0,23,Mumbai,['nan'],"['Job Security', ' Work Satisfaction', ' Promotions / Appraisal']"
229,Cogent E Services,3.3,8100,2,231,BPO,10.0,20,Noida,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Work Satisfaction']"
230,GeBBS Healthcare Solutions,3.7,10300,99,304,BPO,5.0,19,Culver,['Job Security'],"['Promotions / Appraisal', ' Salary & Benefits']"
231,Ceat Tyres,4.0,11300,1,363,Auto Components,5.0,66,Mumbai,"['Job Security', ' Company Culture', ' Skill Development / Learning']",['Promotions / Appraisal']
232,Conduent,3.5,19300,69,385,BPO,5.0,7,Florham,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Skill Development / Learning']"
233,Kotak Mahindara Life Insurance,3.9,11300,173,270,Insurance,10.0,23,Mumbai,['Job Security'],['nan']
234,Reliance Digital,4.2,7400,2,278,Retail,5.0,17,Mumbai,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['nan']
235,Dabur,3.8,7600,16,279,FMCG,5.0,140,Ghaziabad,['nan'],['Promotions / Appraisal']
236,Jubilant Foods Works,3.8,7400,107,188,Food Processing,10.0,29,Noida,"['Skill Development / Learning', ' Salary & Benefits']",['Work Life Balance']
237,Shoppers Stop,4.1,7600,3,328,Retail,5.0,33,Mumbai,"['Job Security', ' Company Culture', ' Skill Development / Learning']",['nan']
238,JK Cement,4.1,7900,0,259,Building Material,1.0,50,Gurgaon/gurugram,"['Salary & Benefits', ' Company Culture', ' Job Security']",['nan']
239,Indiabulls Home Loans,3.8,9500,8,121,NBFC,5.0,19,Gurgaon/gurugram,['nan'],"['Promotions / Appraisal', ' Job Security']"
240,Marpu Foundation,4.8,9,0,73,Non-Profit,51.0,8,Hyderabad/secunderabad,"['Company Culture', ' Work Satisfaction', ' Skill Development / Learning']",['nan']
241,GATI-KWE,4.0,6300,25,291,Logistics,1.0,12,Hyderabad/secunderabad,"['Skill Development / Learning', ' Job Security', ' Work Life Balance']",['nan']
242,IndiGo,3.5,11800,53,321,Aviation,10.0,19,Gurgaon/gurugram,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Life Balance']"
243,ACC,3.9,9800,5,281,Building Material,5.0,88,Mumbai,['nan'],['Promotions / Appraisal']
244,S&P Global,4.2,16700,7,238,Analytics & KPO,10.0,107,New york city,"['Company Culture', ' Work Life Balance', ' Job Security']",['nan']
245,Reliance SMSL,3.9,5800,1,284,BPO,1.0,17,Mumbai,"['Skill Development / Learning', ' Job Security', ' Salary & Benefits']",['Promotions / Appraisal']
246,ArcelorMittal Nippon Steel,4.0,9200,5,126,Iron & Steel,5.0,,Surat,"['Job Security', ' Skill Development / Learning', ' Work Life Balance']",['Promotions / Appraisal']
247,Birlasoft,3.7,26900,73,243,IT Services & Consulting,10.0,29,Pune,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
248,Synechron,3.9,24500,60,276,IT Services & Consulting,5.0,23,New delhi,"['Salary & Benefits', ' Skill Development / Learning', ' Company Culture']",['nan']
249,Torrent Pharmaceuticals,3.9,10400,24,336,Pharma,10.0,53,Ahmedabad,"['Job Security', ' Work Life Balance', ' Company Culture']","['Promotions / Appraisal', ' Salary & Benefits']"
250,Lenskart,3.2,9100,171,208,Internet,5.0,14,Faridabad,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Work Life Balance']"
251,KPIT Technologies,3.6,20300,9,307,Software Product,5.0,34,Pune,['nan'],"['Promotions / Appraisal', ' Job Security', ' Work Satisfaction']"
252,Square Yards,4.0,7600,638,284,Real Estate,1.0,11,Gurgaon,"['Promotions / Appraisal', ' Skill Development / Learning', ' Salary & Benefits']",['nan']
253,UPL,4.1,10100,33,324,Agro Chemicals,5.0,55,Mumbai,"['Job Security', ' Skill Development / Learning', ' Work Life Balance']",['nan']
254,HARMAN,3.8,9900,2,124,Consumer Electronics & Appliances,5.0,15,Stamford,['Work Life Balance'],['Promotions / Appraisal']
255,Titan Company,4.4,8000,80,352,Retail,5.0,40,Bengaluru,"['Company Culture', ' Job Security', ' Skill Development / Learning']",['nan']
256,Patanjali Ayurved,4.0,7600,0,262,FMCG,5.0,18,Haridwar,"['Work Life Balance', ' Job Security']",['Promotions / Appraisal']
257,Bajaj Electricals,4.0,8100,58,304,Consumer Electronics & Appliances,1.0,86,Mumbai,"['Company Culture', ' Work Life Balance', ' Salary & Benefits']",['nan']
258,Dilip Buildcon,4.0,7900,9,295,Engineering & Construction,10.0,37,Bhopal,['nan'],['nan']
259,RSPL Group,4.1,8700,14,307,FMCG,10.0,37,Mumbai,"['Job Security', ' Skill Development / Learning', ' Work Life Balance']",['nan']
260,Statestreet HCL Services,3.2,17400,0,218,BPO,5.0,12,New delhi,['Job Security'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
261,AGS Health,4.0,10500,23,284,BPO,10.0,13,Washington,"['Job Security', ' Company Culture', ' Skill Development / Learning']",['nan']
262,Tata AIG,4.2,10200,86,248,Insurance,5.0,24,Mumbai,"['Job Security', ' Company Culture', ' Skill Development / Learning']",['nan']
263,Tech Mahindra Business Services,3.5,11800,4,333,BPO,5.0,21,Mumbai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
264,Escorts Kubota Limited,4.1,10200,0,267,Automobile,1.0,64,Faridabad,"['Skill Development / Learning', ' Work Life Balance', ' Company Culture']",['nan']
265,Simplex Infrastructures,3.3,7200,13,290,Engineering & Construction,1.0,100,Kolkata,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Company Culture']"
266,TVS Credit,4.5,5900,35,207,NBFC,10.0,16,Chennai,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['nan']
267,Apollo Tyres,4.1,9000,17,338,Auto Components,10.0,52,Gurgaon/gurugram,"['Company Culture', ' Skill Development / Learning', ' Job Security']",['Promotions / Appraisal']
268,AFCONS Infrastructure,4.3,7200,6,316,Engineering & Construction,5.0,65,Mumbai,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['nan']
269,IGT Solutions,3.3,10300,158,241,BPO,5.0,26,Gurgaon/gurugram,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
270,Domino's Pizza,4.0,4600,3,392,Hospitality,1.0,64,Ypsilanti,"['Skill Development / Learning', ' Salary & Benefits']",['nan']
271,Alstom Transportation,3.9,11000,150,188,Engineering & Construction,5.0,96,Saint-ouen,['Job Security'],['Promotions / Appraisal']
272,EY Global Delivery Services ( EY GDS),3.7,12000,0,165,Accounting & Auditing,50.0,22,Bengaluru,"['Job Security', ' Skill Development / Learning']","['Promotions / Appraisal', ' Work Satisfaction', ' Work Life Balance']"
273,Flex,4.1,18500,17,455,Electronics Manufacturing,5.0,55,San jose,"['Company Culture', ' Work Life Balance', ' Job Security']",['Promotions / Appraisal']
274,Suzlon Group,4.1,7700,9,360,Power,5.0,29,Pune,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['Promotions / Appraisal']
275,Huawei Technologies,4.0,12000,6,299,Telecom,51.0,22,Gurgaon/gurugram,"['Salary & Benefits', ' Skill Development / Learning']",['nan']
276,Mankind Pharma,4.1,7900,46,254,Pharma,10.0,29,New delhi,"['Salary & Benefits', ' Skill Development / Learning', ' Job Security']",['nan']
277,KocharTech,4.1,3700,55,606,IT Services & Consulting,1.0,29,Gurgaon/gurugram,"['Skill Development / Learning', ' Company Culture', ' Work Satisfaction']",['nan']
278,Birla Sun Life Insurance,4.2,7300,3,216,Insurance,10.0,24,Mumbai,"['Job Security', ' Company Culture', ' Work Life Balance']",['nan']
279,Capita,3.8,14500,34,338,IT Services & Consulting,5.0,19,Indore,"['Job Security', ' Work Life Balance']","['Promotions / Appraisal', ' Salary & Benefits']"
280,McDonald's,4.2,4800,20,420,Hospitality,5.0,69,Chicago,"['Skill Development / Learning', ' Company Culture', ' Job Security']",['nan']
281,Zensar Technologies,3.8,26200,73,272,IT Services & Consulting,5.0,23,Pune,['Work Life Balance'],['Promotions / Appraisal']
282,Max Healthcare,4.1,8200,103,252,Healthcare,1.0,23,New delhi,"['Skill Development / Learning', ' Job Security', ' Company Culture']",['nan']
283,IDFC FIRST Bharat,4.6,3600,6,76,NBFC,10.0,8,Tiruchirappalli,"['Salary & Benefits', ' Job Security', ' Company Culture']",['nan']
284,Taj Hotels Resorts and Palaces,4.2,5600,34,177,Hospitality,10.0,121,Mumbai,"['Job Security', ' Company Culture', ' Skill Development / Learning']",['nan']
285,Tata Technologies,3.7,19400,173,325,Engineering & Construction,5.0,35,Singapore,"['Job Security', ' Work Life Balance']","['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
286,Bajaj Allianz General Insurance,4.0,8600,31,248,Insurance,5.0,,Pune,"['Skill Development / Learning', ' Company Culture', ' Job Security']",['nan']
287,Lava International,4.1,5200,17,304,Consumer Electronics & Appliances,1.0,15,Noida,"['Skill Development / Learning', ' Company Culture', ' Work Life Balance']",['nan']
288,State Street Corporation,3.8,21800,89,281,Financial Services,10.0,232,Boston,['Job Security'],['Promotions / Appraisal']
289,ElasticRun,3.3,6100,45,235,Logistics,1.0,8,Pune,['nan'],"['Job Security', ' Promotions / Appraisal', ' Work Satisfaction']"
290,Nokia,4.2,19100,13,543,Telecom,10.0,159,Espoo,"['Company Culture', ' Work Life Balance', ' Job Security']",['nan']
291,Landmark Group,4.1,8800,118,279,Retail,1.0,51,Dubai marina,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['nan']
292,Nestle,4.1,8900,34,324,Food Processing,5.0,65,Vevey,"['Job Security', ' Salary & Benefits', ' Skill Development / Learning']",['nan']
293,Walmart,4.0,16300,141,359,Retail,5.0,15,Bengaluru,"['Job Security', ' Company Culture', ' Salary & Benefits']",['Promotions / Appraisal']
294,State Street Syntel,3.7,12100,0,289,Financial Services,501.0,20,Mumbai,"['Job Security', ' Skill Development / Learning']","['Salary & Benefits', ' Promotions / Appraisal', ' Work Satisfaction']"
295,HDFC Sales,4.0,7800,42,198,Financial Services,10.0,20,Mumbai,"['Skill Development / Learning', ' Company Culture', ' Work Life Balance']",['Promotions / Appraisal']
296,Blue Dart Express,4.1,6000,1,236,Logistics,10.0,41,Mumbai,"['Job Security', ' Company Culture', ' Work Life Balance']",['Promotions / Appraisal']
297,Capgemini Engineering,3.6,21200,87,155,,10.0,,Gurgaon/gurugram,['Job Security'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
298,Tractors and Farm Equipment,4.1,8400,33,288,Automobile,10.0,64,Chennai,"['Skill Development / Learning', ' Company Culture', ' Work Life Balance']",['Promotions / Appraisal']
299,I Process Services,3.8,5000,13,131,Recruitment,1.0,19,Mumbai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
300,Societe Generale,3.8,19600,39,303,Financial Services,1.0,24,Bengaluru,"['Job Security', ' Work Life Balance', ' Company Culture']",['Promotions / Appraisal']
301,G4S,4.0,4900,3,237,Law Enforcement & Security,100000.0,28,Gurgaon/gurugram,"['Work Life Balance', ' Salary & Benefits', ' Job Security']",['Promotions / Appraisal']
302,Fortis Healthcare,4.0,6900,64,142,Healthcare,1.0,28,Gurgaon/gurugram,"['Skill Development / Learning', ' Job Security', ' Company Culture']",['nan']
303,BlackBuck,3.8,5900,66,247,Logistics,1.0,9,Bengaluru,['Salary & Benefits'],"['Job Security', ' Promotions / Appraisal']"
304,UNO Minda,4.0,8400,3,277,Auto Components,201.0,66,Gurgaon,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['nan']
305,Fiserv,3.6,18400,73,329,FinTech,5.0,40,Brookfield,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Skill Development / Learning']"
306,Croma,4.1,6600,113,193,Retail,5.0,18,Mumbai,"['Job Security', ' Skill Development / Learning', ' Work Life Balance']",['Promotions / Appraisal']
307,Micro Labs,3.6,9000,3,216,Pharma,10.0,51,Bengaluru,['Job Security'],"['Salary & Benefits', ' Promotions / Appraisal', ' Company Culture']"
308,Britannia,4.1,7200,30,259,Food Processing,1.0,132,Reading,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['nan']
309,Ola Cabs,3.5,11600,476,241,Internet,1.0,14,Bengaluru,['nan'],"['Job Security', ' Promotions / Appraisal', ' Company Culture']"
